SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,URL,cluster
There's Nothing Holdin' Me Back,Shawn Mendes,49,0.612,0.668,2,-7.524,1,0.0483,0.00437,0.0,0.164,0.485,103.037,229627,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,2
Lost In Japan,Shawn Mendes,48,0.604,0.743,0,-7.3,0,0.0407,0.0062,1.53e-06,0.223,0.335,105.972,186418,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2
Treat You Better,Shawn Mendes,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b,2
Señorita - Slowed + Reverb,Dayscar,74,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914,177801,https://i.scdn.co/image/ab67616d0000b27377d45f4f56a3455ea2a6e850,2
Señorita,Shawn Mendes,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,https://i.scdn.co/image/ab67616d0000b2730acb5a72549287bf33b51b71,2
Real Love,Clean Bandit,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,https://i.scdn.co/image/ab67616d0000b273817c4738f30e101af5b4d1a1,2
Beside You (feat. Georgia Ku),Matoma,78,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,https://i.scdn.co/image/ab67616d0000b273b653d47e0595da51f4c7f371,2
Don't Wanna Know - Ryan Riback Remix,Maroon 5,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b27393349393c61058de7e7d139d,2
We're Coming Up,Julie Bergan,69,0.54,0.793,5,-4.379,1,0.0493,0.0744,0.0,0.354,0.399,112.219,201199,https://i.scdn.co/image/ab67616d0000b273893553397f8eca475b821728,2
Floating Through Space,Sia,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,217640,https://i.scdn.co/image/ab67616d0000b2739ad7b6d6069896719edfbf58,2
In My Blood,Shawn Mendes,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,0
Memories,Maroon 5,56,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,313163,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2
Imagination,Shawn Mendes,53,0.626,0.79,3,-6.502,1,0.0397,0.0196,8.86e-05,0.106,0.539,127.039,297643,https://i.scdn.co/image/ab67616d0000b2732d6a4125a1d62dc6185f74ea,2
Rescue Me,OneRepublic,49,0.496,0.568,4,-7.968,0,0.0333,0.217,1.69e-05,0.094,0.236,88.918,207531,https://i.scdn.co/image/ab67616d0000b2732e2889865b7b05955c1d3bcf,0
How Do You Sleep?,Sam Smith,48,0.386,0.824,11,-5.225,0,0.0317,0.000305,6.5e-06,0.269,0.362,163.989,239085,https://i.scdn.co/image/ab67616d0000b27376bc1c851462191faec76bf8,2
Rewrite The Stars,Zac Efron,45,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37e-06,0.403,0.334,138.05,263509,https://i.scdn.co/image/ab67616d0000b273c4e9d12d9ccdd7e48d2a0329,2
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,45,0.343,0.508,2,-9.742,1,0.0341,0.191,0.000377,0.278,0.304,78.126,286720,https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8,0
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2
Love Me Like You Do,Ellie Goulding,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd,2
It's You,Ali Gatie,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,https://i.scdn.co/image/ab67616d0000b27302cb4044812ffa1f3c2369dc,2
Break My Heart,Dua Lipa,74,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,2
Beautiful People (feat. Khalid),Ed Sheeran,75,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0,2
Liar,Camila Cabello,60,0.682,0.841,10,-3.465,0,0.139,0.0308,0.0,0.0534,0.717,90.15,207667,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,2
Sucker,Jonas Brothers,79,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2
Cheating on You,Charlie Puth,73,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,https://i.scdn.co/image/ab67616d0000b2738de02872d0f01145d616ca6f,2
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,83,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,https://i.scdn.co/image/ab67616d0000b27330885dcb2b5f38512fbcbc59,2
Happier,Ed Sheeran,76,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,218293,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
So Am I (feat. NCT 127),Ava Max,76,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,https://i.scdn.co/image/ab67616d0000b273e5a30974273430ec82920360,2
Personal,HRVY,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,https://i.scdn.co/image/ab67616d0000b273f74a26b9b62a6a98e56a84e3,0
That Girl,Olly Murs,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,https://i.scdn.co/image/ab67616d0000b2731bf8096876ca5223e4e96eac,2
Woman Like Me (feat. Nicki Minaj),Little Mix,66,0.61,0.87,2,-4.012,0,0.0693,0.00299,0.0,0.064,0.523,125.014,211360,https://i.scdn.co/image/ab67616d0000b27315174e2b2347b5ffbea6dbf0,2
Best Part of Me (feat. YEBBA),Ed Sheeran,56,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,2
Watermelon Sugar,Harry Styles,62,0.572,0.75,1,-5.042,0,0.0604,0.0946,0.0,0.378,0.475,144.081,182627,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2
Sing It With Me,JP Cooper,75,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,226733,https://i.scdn.co/image/ab67616d0000b273b83f07334d43dff80438ec2e,2
If I Can't Have You - Gryffin Remix,Shawn Mendes,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,https://i.scdn.co/image/ab67616d0000b273d58106bbe19331fb4306a248,2
Looking at Me,Sabrina Carpenter,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,https://i.scdn.co/image/ab67616d0000b273f22e1263704f24cb504700ea,1
I Got You - Cheat Codes Remix,Bebe Rexha,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b273ef12737a8c4721e460ba9152,3
Choo Lo,The Local Train,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,3
Dil Mere,The Local Train,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,1
Aaftaab,The Local Train,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,https://i.scdn.co/image/ab67616d0000b27373c6514b296e0b53dc7b75b3,1
Aaoge Tum Kabhi,The Local Train,82,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,2
Khudi,The Local Train,82,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,https://i.scdn.co/image/ab67616d0000b27373c6514b296e0b53dc7b75b3,1
Dilnawaz,The Local Train,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b27373c6514b296e0b53dc7b75b3,1
Kaisey Jiyun,The Local Train,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,1
Mizaaj,The Local Train,75,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,https://i.scdn.co/image/ab67616d0000b27373c6514b296e0b53dc7b75b3,1
Mere Yaar,The Local Train,72,0.701,0.554,1,-5.909,1,0.187,0.217,1.45e-06,0.419,0.0634,97.129,235187,https://i.scdn.co/image/ab67616d0000b27301da1830a32f9bae37838351,1
Solo (feat. Demi Lovato),Clean Bandit,0,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463,https://i.scdn.co/image/ab67616d0000b27367eda217860e86c43481a5cb,1
Say My Name,David Guetta,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,https://i.scdn.co/image/ab67616d0000b27367e400c9be79e6b0b0086880,1
We Don't Care,Sigala,56,0.824,0.666,1,-7.079,1,0.228,0.0361,0.0,0.388,0.263,144.02,149947,https://i.scdn.co/image/ab67616d0000b273e77aece1352dcc4f4cfd097f,1
Without You (feat. Sandro Cavazza),Avicii,0,0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,216387,https://i.scdn.co/image/ab67616d0000b273a26cc58b4d64c2ece3376389,1
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be,2
2002,Anne-Marie,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,https://i.scdn.co/image/ab67616d0000b27338aae75dc37fb42457866ffd,2
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,85,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,https://i.scdn.co/image/ab67616d0000b273fdcd66dc526a25e1555ae81d,0
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0,0.343,0.621,9,-6.319,1,0.0981,0.391,0.0,0.315,0.522,82.834,212387,https://i.scdn.co/image/ab67616d0000b273deae7d931928fc1543e70203,0
Happy Now,Zedd,75,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,https://i.scdn.co/image/ab67616d0000b27341e9614560815b11c1ca543d,2
No Lie,Sean Paul,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,2
Just My Type,The Vamps,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,https://i.scdn.co/image/ab67616d0000b2730c232fde2858d83554d58841,2
Lonely Together (feat. Rita Ora),Avicii,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,https://i.scdn.co/image/ab67616d0000b2731c3735d4f11c1ab33189f019,0
I Like Me Better,Lauv,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,https://i.scdn.co/image/ab67616d0000b273c2f8018c984a8acb592bc7d8,0
Timber (feat. Ke$ha),Pitbull,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,https://i.scdn.co/image/ab67616d0000b27311ea1ade3a8e55c99a3c3c32,2
Black Mask (feat. Pop Smoke),Jay Gwuapo,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,https://i.scdn.co/image/ab67616d0000b273423b50ba75dec5d27568fbb8,2
Lost,bülow,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036,https://i.scdn.co/image/ab67616d0000b273fd4ccaa0be6ceddd41f57eb3,2
Chain My Heart,Topic,77,0.683,0.615,5,-5.737,1,0.0966,0.222,8.25e-06,0.154,0.45,77.014,188893,https://i.scdn.co/image/ab67616d0000b2738a5169176053574bb1d0a65b,2
Eastside (with Halsey & Khalid),benny blanco,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0.0,0.164,0.265,80.029,189062,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d,2
Sky,Mike Candys,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0.0,0.164,0.265,80.029,189062,https://i.scdn.co/image/ab67616d0000b2732737be35cc5245eef495be90,2
Bad Habits,Ed Sheeran,73,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.953,271533,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,0
I Don't Do Drugs (feat. Ariana Grande),Doja Cat,73,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.953,271533,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,0
18,Jeremy Zucker,77,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,https://i.scdn.co/image/ab67616d0000b27399ed960a0c8767198eb44743,0
You Right,Doja Cat,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,3
dancing in the kitchen,LANY,32,0.405,0.551,7,-16.123,0,0.0473,0.819,0.957,0.0786,0.0381,161.965,190755,https://i.scdn.co/image/ab67616d0000b2732d9e8e3e016cf68d53536c64,3
Let Me Know,Surfaces,40,0.336,0.173,9,-24.09,0,0.0395,0.92,0.859,0.0769,0.0389,192.954,425440,https://i.scdn.co/image/ab67616d0000b27365cdde209182a354c3766031,3
Funny,Zedd,52,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615,https://i.scdn.co/image/ab67616d0000b27387bb3e23ce2c48c8fdd44ec8,3
BED,Joel Corry,42,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448,https://i.scdn.co/image/ab67616d0000b273276ce856b01e1590c0991850,3
No Chill (feat. Lil Xxel),Cheat Codes,45,0.352,0.0774,9,-24.864,0,0.0345,0.946,0.877,0.118,0.138,108.077,184294,https://i.scdn.co/image/ab67616d0000b273d0a42d369e76cfb73d5007ee,3
Unfamiliar,Seeb,40,0.149,0.00502,2,-29.404,0,0.0434,0.901,0.894,0.0903,0.0364,77.257,78943,https://i.scdn.co/image/ab67616d0000b2733d0bc82dc4c22b53d4199cd8,3
Feels,Jax Jones,39,0.149,0.0328,7,-31.586,0,0.0497,0.878,0.957,0.11,0.0356,104.583,96924,https://i.scdn.co/image/ab67616d0000b2731fb6420387b8d2a39ee5cf93,3
Demons,Imagine Dragons,39,0.398,0.0127,0,-31.618,0,0.0417,0.967,0.879,0.084,0.0492,119.963,90363,https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737,3
"Pavane, Op. 50",Gabriel Fauré,41,0.333,0.0686,9,-28.798,0,0.0417,0.979,0.924,0.11,0.0652,114.127,225345,https://i.scdn.co/image/ab67616d0000b273d2f034d0538c6fd971f07e3a,3
Merry-Go-Round(人生のメリーゴーランド),Joe Hisaishi,40,0.459,0.0182,0,-26.606,1,0.0449,0.967,0.977,0.123,0.0384,120.02,190803,https://i.scdn.co/image/ab67616d0000b273060033347b2f252119f700bc,3
Scheherazade: The Tale of the Kalendar Prince,Nikolai Rimsky-Korsakov,38,0.229,0.0114,5,-25.721,0,0.0406,0.984,0.906,0.0884,0.0397,135.966,108345,https://i.scdn.co/image/ab67616d0000b273734ead825eec82e0d13a7378,3
Masquerade (Suite): 1. Waltz - Excerpt,Aram Khachaturian,38,0.241,0.0289,8,-28.084,1,0.0456,0.923,0.691,0.106,0.0376,120.113,268119,https://i.scdn.co/image/ab67616d0000b273ac94eec5d5469a0e533c8af0,3
"Violin Concerto in D Major, Op. posth., No. 2: Adagio",Joseph Boulogne Chevalier de Saint-Georges,37,0.158,0.0313,4,-27.164,0,0.0402,0.923,0.965,0.0879,0.0394,179.803,167012,https://i.scdn.co/image/ab67616d0000b273dbb64629c30ec79b136b284f,3
I Want It That Way,Backstreet Boys,50,0.718,0.83,4,-5.488,0,0.0505,0.404,2.5e-05,0.124,0.771,105.012,220382,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,2
Aicha,Outlandish,73,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,207668,https://i.scdn.co/image/ab67616d0000b273f5f1e5ffa33c441de641760d,2
"Flightless Bird, American Mouth",Iron & Wine,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,https://i.scdn.co/image/ab67616d0000b273816243514f01ac30d0932622,2
A Sky Full of Stars,Coldplay,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,https://i.scdn.co/image/ab67616d0000b273e5a95573f1b91234630fd2cf,2
Renegades,X Ambassadors,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,https://i.scdn.co/image/ab67616d0000b27345b5aedf82fd7fa05ef5ad11,2
Maps,Maroon 5,81,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,https://i.scdn.co/image/ab67616d0000b27337677af5b4f23fe9dc8a3c04,2
Shots - Broiler Remix,Imagine Dragons,77,0.727,0.832,9,-4.327,0,0.0366,0.181,0.0,0.0615,0.213,127.035,177856,https://i.scdn.co/image/ab67616d0000b273fc4fd5caca9f1dc4a3b0460a,2
Ode To My Family,The Cranberries,85,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,https://i.scdn.co/image/ab67616d0000b27372d481a5999197ef5f42f796,0
Zombie,The Cranberries,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,https://i.scdn.co/image/ab67616d0000b27372d481a5999197ef5f42f796,2
Linger,The Cranberries,77,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,https://i.scdn.co/image/ab67616d0000b273f6325f361d7803ad0d908451,2
In Cold Light (Alexandra Hamilton-Ayres Rework),Vanbur,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,https://i.scdn.co/image/ab67616d0000b273ee942b9044a125f57462f3ef,2
Back To The Sky,Ólafur Arnalds,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b273e2884db98b0ef093e43f4442,2
Wandering II - Ed Carlsen Rework,Eydís Evensen,73,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,https://i.scdn.co/image/ab67616d0000b2736ed951df77aed4f3e9563a41,1
Retour,Tony Anderson,72,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,197840,https://i.scdn.co/image/ab67616d0000b27387fa255e69ee8d19f85f1b51,2
"Mere Rashke Qamar (From ""Baadshaho"")",Nusrat Fateh Ali Khan,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47e-05,0.225,0.237,136.18,188000,https://i.scdn.co/image/ab67616d0000b2733b9abd319170669650cd2fb4,2
I Don't Know Why,NOTD,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963,https://i.scdn.co/image/ab67616d0000b273d766fd9e96ce4be7776759a4,2
Break Me Down,Autograf,67,0.758,0.588,11,-7.777,0,0.091,0.608,9.3e-05,0.189,0.796,134.014,286008,https://i.scdn.co/image/ab67616d0000b2735359c2e3b818c85e7437fe41,2
On My Life,Cheat Codes,66,0.718,0.573,1,-7.309,0,0.0451,0.458,0.00533,0.0953,0.686,180.043,254174,https://i.scdn.co/image/ab67616d0000b273f0501dd6866fcf2777475691,2
Round and Round,Empyre One,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,https://i.scdn.co/image/ab67616d0000b2736b9f1c7c3c36c5c83cfb9f3b,2
Let You Know,Flume,49,0.496,0.568,4,-7.968,0,0.0333,0.217,1.69e-05,0.094,0.236,88.918,207531,https://i.scdn.co/image/ab67616d0000b273039377adf8cf589d72d9ad28,0
Strong,London Grammar,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,0
"Ghalat Fehmi - From ""Superstar""",Asim Azhar,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,https://i.scdn.co/image/ab67616d0000b2733e47c50990387d718ff4d845,1
Tera Ghata,Gajendra Verma,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,https://i.scdn.co/image/ab67616d0000b2736e7aabc7eaf60f2c1eee2b16,1
Titans (feat. Sia & Labrinth) - Imanbek Remix,Major Lazer,15,0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,189375,https://i.scdn.co/image/ab67616d0000b2732624d3fba3c4abfef284e689,2
Hero,Faouzia,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b273b7e0173842c5e101719d698a,2
Aakhri Salaam,The Local Train,79,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,https://i.scdn.co/image/ab67616d0000b27373c6514b296e0b53dc7b75b3,2
Yeh Zindagi Hai,The Local Train,76,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,2
Bandey,The Local Train,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,https://i.scdn.co/image/ab67616d0000b2735cd31847e786b7e1e185e062,2
All I Wanna Do,Martin Jensen,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,https://i.scdn.co/image/ab67616d0000b27382ecc5ea89bf34479a71a297,0
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152,https://i.scdn.co/image/ab67616d0000b273dbdb05bb6acfa1f389d888f7,2
Run,OneRepublic,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27386eb61be5784dcfbff4ed1ad,0
Your Power,Billie Eilish,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,0
Electric - Pokemon 25 Version,Katy Perry,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27390acd1669192dc34cae79608,0
FUCKBOY,Dixie,95,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,https://i.scdn.co/image/ab67616d0000b2732b7229d3fc3b5d66f8c61972,2
drivers license,Olivia Rodrigo,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
Don't Start Now,Dua Lipa,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,2
Anyone,Justin Bieber,65,0.269,0.58,0,-5.958,1,0.0352,0.474,0.0,0.116,0.281,155.625,283520,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,0
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,56,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250,https://i.scdn.co/image/ab67616d0000b27312e57573cbc551c187a96107,0
Goodbye,Imanbek,82,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,https://i.scdn.co/image/ab67616d0000b273f2a9cbf09bcd5d047218c6d2,2
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,71,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156,https://i.scdn.co/image/ab67616d0000b2737af5db634c578059a292cec0,2
exile (feat. Bon Iver),Taylor Swift,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,179053,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,2
Death By A Thousand Cuts - Live From Paris,Taylor Swift,86,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,https://i.scdn.co/image/ab67616d0000b2737864c044d3fa4ac3814ca667,2
Look What You Made Me Do,Taylor Swift,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2
long story short,Taylor Swift,76,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2
closure,Taylor Swift,80,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033,138819,https://i.scdn.co/image/ab67616d0000b273db94c82db2d786cd9e03a538,2
Fifteen,Taylor Swift,53,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,181040,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,2
Sexy Bitch (feat. Akon),David Guetta,80,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,https://i.scdn.co/image/ab67616d0000b273444d1ba6cd088e28bccee374,2
Party Rock Anthem,LMFAO,78,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,https://i.scdn.co/image/ab67616d0000b2731db908d5f66645cb158837ca,2
